97.4,84,0.2,0.5,21,25.9,18.2
97.27,79,8.5,0.3,21.7,30.3,16
97.19,80,9.4,0.5,22.2,31.7,16.1
97.1,78,8.7,0.3,23.8,32.8,17.1
96.91,78,8.7,0.5,25,33.2,18.8
96.64,92,1.1,0,23.7,26.6,22.3
96.73,85,6.2,0.3,23.1,29.4,19.2
96.63,80,9.7,0.3,24.1,32,18.9
96.69,82,8,0.5,24.7,32.8,19.2
96.78,77,9.5,0.3,25.1,32.1,20.1
96.76,73,11.7,0.3,24.9,33.7,17.6
96.75,78,10.8,0,26,34.4,19.1
96.72,81,2.3,0,25.8,33.1,20.4
96.65,79,9.4,0.3,26.3,33.6,21.1
96.63,77,10,0.3,27.1,35,20.7
96.7,82,5.9,1.5,26.9,33.6,21.9
96.52,84,8,0.5,27.3,33,22.9
96.73,98,0.9,0.8,23.6,27.4,20.6
96.86,83,8.8,0.5,25.5,32.4,21.4
96.88,81,6.2,0.5,25,32.9,21.5
96.84,100,0,0.5,19.5,21.9,18.2
96.71,100,0,0,21.5,23.3,19.9
96.67,100,0,0.3,21.7,22.9,20.9
96.81,93,0,1.5,22.5,26.1,20.8
96.85,100,0,0,21.8,23.8,19.9
96.68,90,1.7,0.8,25.3,30.1,21.4
96.59,84,4.7,0.8,26.6,32.9,22.3
96.65,79,10.6,0.8,28.4,33.6,22.5
96.87,78,11.7,0.5,28.1,34.7,22.6
96.99,76,11.3,1,28.5,33.4,23.4
96.85,75,11,1.5,29.2,34.4,23.6
96.9,84,1.2,1.8,26.8,33.4,21.6
97.2,94,1.4,0.5,23.7,27.4,21.3
97.03,86,4.2,0.5,26.8,32.4,22.8
96.88,85,0,0.3,26.8,29.5,23.9
96.82,92,0,0.8,24.1,28.7,21.9
96.7,99,0,0.5,23,24.3,21.9
96.78,96,0,0.5,23.2,25.2,22
96.93,88,5.4,0.5,26.5,32.5,21.9
96.7,84,8.4,0,26.7,34.1,23.1
96.34,82,8.7,1.3,26.2,34.3,22.1
96.37,78,11.4,0.3,26.8,33.8,21.4
96.4,86,7,0.8,26.3,33.7,22.8
96.35,92,0.3,0,24.7,29.9,22.5
96.24,92,0,0.3,24.3,28.9,22
96.14,99,0,0.3,21.6,23.3,19.6
96.09,90,0,0.5,24.6,29.5,21.9
96.21,88,2.6,0.3,26.6,31.4,23.3
96.3,89,3.8,0,26.5,32.7,23.7
96.29,87,8.3,0.3,26.9,35.2,22.5
96.24,86,8,0.5,27.5,35.7,24
96.29,85,8.1,1,28.8,35.5,25
96.44,79,9.4,0.8,29.4,35.1,24.9
96.4,84,3.4,0.8,27.6,31.8,25.4
96.33,87,0.6,1,26.8,31.4,24.9
96.62,92,1.3,0.3,26,31.1,24
96.9,96,0,1,24.4,27.1,23.3
96.97,95,0.5,0.3,25.2,29.9,23.1
96.8,81,9.9,0.3,27,33.4,23.4
96.69,76,10.5,1,26.6,33.9,20.9
96.66,79,11.6,0.5,27.2,34.2,21.3
96.41,82,9.3,0,27.3,35.1,22.1
96.28,80,9.1,0.5,28.1,34.8,21.6
96.64,84,8.8,1,26.6,34.1,22.7
97,83,8.1,0.3,26.9,33.5,23.1
96.94,80,9.3,0.5,27.5,33.7,22.9
96.96,79,8.2,0.8,28.1,33.6,23.9
96.89,80,8.2,0.5,27.8,34.5,23.6
96.84,79,4.3,1.3,26.7,31.2,22.6
